纬度：4047.533,经度：11141.856,日期：17年05月10日,时间：01时32分38秒,海拔：1108米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分15秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分16秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分17秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分18秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分19秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分20秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分21秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分22秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分23秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分24秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分25秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分26秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分27秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分28秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分29秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分30秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分31秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分32秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分33秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分34秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分35秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分36秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分37秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分38秒,海拔：1057米
